,NodeA,NodeB
157,18,5089
158,18,4784
159,18,4132
160,18,1326
161,18,7370
162,18,4890
163,18,2930
164,18,7132
165,18,4252
166,18,3655
167,19,9203
168,19,8440
169,19,4222
170,19,5170
171,19,7211
172,19,9074
173,19,5628
174,19,1638
175,19,151
176,20,4667
177,20,7317
178,20,1681
179,20,3176
180,20,1933
181,20,2740
182,20,7316
183,20,1399
184,21,5587
185,21,2886
186,21,5139
187,21,3349
188,21,1325
189,21,9289
190,21,4429
191,21,9333
192,22,4181
193,22,12
194,22,1334
195,22,8941
196,22,8169
197,22,704
198,22,3035
199,22,5273
200,22,6458
201,22,3438
202,23,5271
203,23,8838
204,23,8873
205,23,6651
206,23,7431
207,23,1533
208,23,643
209,23,7325
210,23,3961
211,23,144
212,24,9325
213,24,6309
214,24,8735
215,24,8862
216,24,8339
217,24,5361
218,24,7720
219,24,304
220,24,5336
221,25,8491
222,25,7752
223,25,2122
224,25,5320
225,25,1028
226,25,8500
227,25,7911
228,26,169
229,26,3897
230,26,5119
231,26,301
232,26,5277
233,26,2925
234,26,267
235,26,6691
236,26,5015
237,26,6147
238,27,7348
239,27,5032
240,27,3023
241,27,9235
242,27,8003
243,27,7765
244,27,7140
245,27,7005
246,27,8081
247,27,6947
248,28,342
249,28,3350
250,28,9295
251,28,3575
252,28,6914
253,28,6884
254,28,4785
255,28,9420
256,28,3433
257,28,3058
258,29,6437
259,29,9539
260,29,2883
261,29,6236
262,29,7189
263,29,1778
264,29,5062
265,29,8311
266,29,5674
267,30,3862
268,30,8727
269,30,1517
270,30,8753
271,30,1744
272,30,302
273,30,6239
274,30,2464
275,31,3534
276,31,7709
277,31,4153
278,31,7847
279,31,1585
280,31,4828
281,31,2751
282,31,8647
283,31,1831
284,31,6812
285,32,4439
286,32,2915
287,32,1186
288,32,8369
289,32,6143
290,32,4424
291,32,3412
292,32,4488
293,32,5422
294,32,9286
295,33,1113
296,33,550
297,33,7126
298,33,1456
299,33,4193
300,33,9508
301,33,1796
302,33,6040
303,33,5931
304,33,7301
305,34,3059
306,34,9121
307,34,7720
308,34,8203
309,34,4567
310,34,7648
311,34,1815
312,34,980
313,34,8586
314,35,6087
315,35,7395
316,35,6384
317,35,8480
318,35,3490
319,35,6434
320,35,5535
321,35,3993
322,36,7375
323,36,1444
324,36,6677
325,36,6908
326,36,7554
327,36,4274
328,36,6807
329,36,7567
330,36,2179
331,36,1123
332,37,1112
333,37,3196
334,37,1486
335,37,1372
336,37,1998
337,37,1263
338,37,6397
339,37,8419
340,38,7679
341,38,232
342,38,3740
343,38,8481
344,38,4423
345,38,1134
346,39,7964
347,39,1613
348,39,3879
349,39,497
350,39,3692
351,39,3353
352,39,4462
353,39,1517
354,39,2300
355,40,4044
356,40,8210
357,40,6744
358,40,3678
359,40,3130
360,40,423
361,40,1358
362,41,7988
363,41,4458
364,41,4390
365,41,3327
366,41,3911
367,41,6925
368,41,583
369,41,1579
370,42,3190
371,42,8476
372,42,5126
373,42,6182
374,42,1368
375,42,4702
376,42,3469
377,42,8943
378,43,5193
379,43,4209
380,43,1612
381,43,1075
382,43,7996
383,43,5628
384,43,2123
385,43,2550
386,44,1325
387,44,4351
388,44,992
389,44,465
390,44,4766
391,44,3421
392,44,7754
393,44,6603
394,44,6913
395,44,429
396,45,6309
397,45,7656
398,45,3811
399,45,8145
400,45,1027
401,45,7211
402,45,3264
403,45,147
404,45,7820
405,45,3316
406,46,496
407,46,5908
408,46,1799
409,46,6985
410,46,4543
411,46,5452
412,46,9375
413,46,8317
414,46,1709
415,46,6706
416,47,8978
417,47,6396
418,47,7176
419,47,8105
420,47,4142
421,47,1898
422,47,3002
423,47,6335
424,47,4698
425,47,6618
426,48,129
427,48,9585
428,48,4513
429,48,7748
430,48,5647
431,48,3947
432,48,8608
433,48,342
434,48,5130
435,49,3467
436,49,5934
437,49,9628
438,49,7961
439,49,1249
440,49,9380
441,49,6576
442,49,3300
443,50,5028
444,50,732
445,50,1504
446,50,3703
447,50,7511
448,50,1068
449,50,5023
450,50,7237
451,50,8696
452,51,5245
453,51,2592
454,51,3920
455,51,7072
456,51,2252
457,51,8613
458,51,2188
459,51,7845
460,52,6941
461,52,949
462,52,6095
463,52,4843
464,52,2773
465,52,6932
466,52,28
467,52,7860
468,52,4011
469,52,5984
470,53,1068
471,53,247
472,53,2179
473,53,6383
474,53,2085
475,53,7511
476,53,1990
477,53,6394
478,54,7805
479,54,7004
480,54,5342
481,54,6383
482,54,3850
483,54,4937
484,54,5689
485,54,8696
486,54,6778
487,55,4925
488,55,4762
489,55,4618
490,55,1359
491,55,7169
492,55,7822
493,55,9161
494,56,5028
495,56,8032
496,56,3426
497,56,7643
498,56,1068
499,56,5929
500,56,1753
501,56,5162
502,56,9460
503,57,3485
504,57,3906
505,57,5501
506,57,9176
507,57,4339
508,57,7688
509,57,4336
510,57,7959
511,58,5249
512,58,2850
513,58,7688
514,58,3698
515,58,959
516,58,7156
517,58,7095
518,58,961
519,59,8880
520,59,3173
521,59,5157
522,59,1372
523,59,5863
524,59,9199
525,59,37
526,59,7529
527,59,5413
528,59,3095
529,60,1470
530,60,7386
531,60,58
532,60,5793
533,60,322
534,60,2608
535,60,9073
536,60,7344
537,60,5364
538,60,154
539,61,3802
540,61,4323
541,61,6594
542,61,1014
543,61,3859
544,61,3666
545,61,8389
546,61,6305
547,62,4194
548,62,9505
549,62,6499
550,62,3627
551,62,3083
552,62,7627
553,62,1989
554,62,551
555,62,7754
556,62,5132
557,63,7076
558,63,6980
559,63,5089
560,63,5855
561,63,1326
562,63,4837
563,63,3437
564,63,142
565,63,1394
566,63,8118
567,64,9342
568,64,9016
569,64,646
570,64,713
571,64,7329
572,64,8275
573,64,354
574,64,7968
575,64,1598
576,65,1068
577,65,2927
578,65,9405
579,65,5260
580,65,995
581,65,4900
582,65,9176
583,65,240
584,65,963
585,66,7662
586,66,6269
587,66,8757
588,66,2248
589,66,8984
590,66,4732
591,66,6649
592,66,2026
593,66,3964
594,66,4465
595,67,965
596,67,6429
597,67,6354
598,67,150
599,67,6383
600,67,7210
601,67,4666
602,67,1897
603,67,9614
604,67,1610
605,68,5762
606,68,7581
607,68,7580
608,68,3615
609,68,4441
610,68,4770
611,68,3185
612,68,7093
613,68,1748
614,69,3011
615,69,2612
616,69,1468
617,69,9125
618,69,5490
619,69,7451
620,69,2112
621,69,7361
622,69,3485
623,70,217
624,70,2918
625,70,319
626,70,849
627,70,6014
628,70,5821
629,70,6490
630,70,6326
631,71,6792
632,71,9262
633,71,5028
634,71,3225
635,71,3523
636,71,4904
637,71,5051
638,71,7869
639,71,1480
640,71,3269
641,72,2860
642,72,2622
643,72,3409
644,72,5507
645,72,773
646,72,5890
647,72,9147
648,72,3960
649,72,1047
650,73,3506
651,73,1280
652,73,4010
653,73,5326
654,73,7326
655,73,5698
656,73,8266
657,73,7841
658,73,6357
659,74,1852
660,74,453
661,74,1861
662,74,6845
663,74,6849
664,74,6112
665,74,7769
666,74,1428
667,75,410
668,75,6563
669,75,8381
670,75,8533
671,75,4379
672,75,6404
673,75,3818
674,75,9045
675,75,7878
676,75,6594
677,76,3090
678,76,1799
679,76,1082
680,76,5708
681,76,4543
682,76,3393
683,76,1273
684,76,6305
685,76,1711
686,76,261
687,77,9355
688,77,948
689,77,496
690,77,516
691,77,6617
692,77,8358
693,77,117
694,77,8056
695,77,3358
696,77,6194
697,78,946
698,78,6031
699,78,3534
700,78,9303
701,78,5729
702,78,4318
703,78,6101
704,78,1831
705,79,5802
706,79,5594
707,79,8350
708,79,2980
709,79,5231
710,79,6392
711,79,6730
712,79,5267
713,79,236
714,80,7513
715,80,7403
716,80,7273
717,80,5370
718,80,5120
719,80,8981
720,80,7787
721,80,9450
722,80,8956
723,80,3325
724,81,3780
725,81,1740
726,81,5723
727,81,3799
728,81,1283
729,81,3807
730,81,499
731,81,4609
732,82,7920
733,82,2564
734,82,4254
735,82,518
736,82,3459
737,82,4481
738,82,1894
739,82,5598
740,82,4471
741,83,3033
742,83,1389
743,83,3741
744,83,6356
745,83,1085
746,83,7054
747,83,2134
748,83,2532
749,83,8966
750,83,6447
751,84,6677
752,84,8728
753,84,3970
754,84,7852
755,84,4054
756,84,3470
757,84,6329
758,84,5138
759,84,777
760,84,8764
761,85,3703
762,85,1917
763,85,5317
764,85,8996
765,85,4007
766,85,8127
767,85,8696
768,85,5119
769,85,6919
770,85,2649
771,86,5267
772,86,5626
773,86,6147
774,86,5802
775,86,3162
776,86,2039
777,86,1816
778,86,3759
779,87,7347
780,87,7458
781,87,2268
782,87,2875
783,87,5237
784,87,2822
785,87,5258
786,87,5247
787,88,117
788,88,330
789,88,496
790,88,9531
791,88,1613
792,88,5464
793,88,675
794,88,1437
795,88,878
796,88,5222
797,89,4919
798,89,4727
799,89,4768
800,89,4999
801,89,9258
802,89,2180
803,89,7323
804,89,8467
805,89,2382
806,90,9
807,90,2418
808,90,5576
809,90,2263
810,90,1062
811,90,1110
812,90,7932
813,90,135
814,91,9325
815,91,8957
816,91,2550
817,91,1777
818,91,980
819,91,7893
820,91,412
821,91,9162
822,92,145
823,92,2282
824,92,9441
825,92,5225
826,92,5349
827,92,8429
828,92,7868
829,92,4298
830,92,4807
831,93,3349
832,93,9479
833,93,4506
834,93,5325
835,93,21
836,93,554
837,93,496
838,94,3117
839,94,9498
840,94,4855
841,94,5372
842,94,1171
843,94,8748
844,94,3026
845,94,6851
846,94,4243
847,95,9239
848,95,7956
849,95,9478
850,95,3834
851,95,3620
852,95,4951
853,95,6932
854,95,3508
855,95,5588
856,96,1027
857,96,7671
858,96,5722
859,96,1998
860,96,6336
861,96,4947
862,97,4
863,97,7169
864,97,6176
865,97,612
866,97,9336
867,97,2960
868,97,5849
869,97,7047
870,97,5166
871,97,8783
872,98,1582
873,98,7084
874,98,825
875,98,9505
876,98,3497
877,98,5227
878,98,6733
879,98,2420
880,98,6222
881,98,5823
882,99,3040
883,99,2320
884,99,2512
885,99,3631
886,99,4552
887,99,8480
888,99,5073
889,99,7996
890,99,2670
891,100,1799
892,100,3127
893,100,496
894,100,5896
895,100,2420
896,100,7682
897,100,2130
898,100,117
899,100,3353
900,100,8760
901,101,4464
902,101,2980
903,101,5754
904,101,7628
905,101,2600
906,101,5633
907,101,4485
908,101,6730
909,101,2322
910,102,6797
911,102,8519
912,102,3625
913,102,1251
914,102,375
915,102,4040
916,102,9514
917,102,2438
918,102,2311
919,102,4061
920,103,6598
921,103,2162
922,103,8280
923,103,5770
924,103,2368
925,103,2093
926,103,5597
927,103,2365
928,104,1675
929,104,9599
930,104,4111
931,104,2762
932,104,983
933,104,1275
934,104,3802
935,104,61
936,104,7122
937,104,4792
938,105,5938
939,105,280
940,105,1249
941,105,8587
942,105,540
943,105,7683
944,105,5235
945,105,8204
946,105,7925
947,106,154
948,106,7344
949,106,1752
950,106,7608
951,106,5364
952,106,3723
953,106,6383
954,106,965
955,107,7569
956,107,4727
957,107,8580
958,107,5936
959,107,7079
960,107,7115
961,107,8188
962,108,9291
963,108,9505
964,108,3358
965,108,2431
966,108,551
967,108,3169
968,108,4329
969,108,1126
970,108,6083
971,108,3090
972,109,199
973,109,3726
974,109,7216
975,109,4417
976,109,5906
977,109,6434
978,109,1200
979,109,5751
980,110,2558
981,110,5863
982,110,6558
983,110,8781
984,110,820
985,110,371
986,110,5740
987,110,1467
988,110,3722
989,111,9087
990,111,1518
991,111,1686
992,111,3127
993,111,1288
994,111,8707
995,111,2005
996,111,7385
997,111,4526
998,112,1241
999,112,8503
1000,112,200
1001,112,8350
1002,112,6984
1003,112,5154
1004,112,6495
1005,112,1993
1006,112,6362
1007,112,4320
1008,113,8128
1009,113,2624
1010,113,7156
1011,113,5228
1012,113,2282
1013,113,6033
1014,113,1548
1015,113,6692
1016,113,959
1017,114,1895
1018,114,4
1019,114,357
1020,114,258
1021,114,1746
1022,114,6716
1023,114,4348
1024,114,4617
1025,114,9336
1026,115,1358
1027,115,5631
1028,115,3130
1029,115,3335
1030,115,8883
1031,115,4909
1032,115,1026
1033,116,2918
1034,116,2327
1035,116,3327
1036,116,7389
1037,116,8343
1038,116,3966
1039,116,143
1040,116,8703
1041,116,9349
1042,117,1799
1043,117,496
1044,117,9375
1045,117,1437
1046,117,8056
1047,117,675
1048,118,4785
1049,118,7748
1050,118,6328
1051,118,1116
1052,118,1866
1053,118,9147
1054,118,370
1055,118,4379
1056,119,493
1057,119,6474
1058,119,4085
1059,119,7867
1060,119,4092
1061,119,1190
1062,119,1218
1063,119,9161
1064,119,1379
1065,120,623
1066,120,6674
1067,120,1190
1068,120,117
1069,120,9583
1070,120,2520
1071,120,1437
1072,120,1613
1073,120,7530
1074,120,3372
1075,121,1804
1076,121,9446
1077,121,8608
1078,121,5348
1079,121,6090
1080,121,1784
1081,121,826
1082,121,3883
1083,122,5146
1084,122,8012
1085,122,5129
1086,122,7688
1087,122,5177
1088,122,378
1089,122,223
1090,123,6625
1091,123,5269
1092,123,1526
1093,123,7538
1094,123,3898
1095,123,2267
1096,123,6614
1097,123,2068
1098,123,2221
1099,124,54
1100,124,327
1101,124,6869
1102,124,3703
1103,124,10
1104,124,2438
1105,124,1897
1106,124,8341
1107,125,8169
1108,125,5261
1109,125,8492
1110,125,2592
1111,125,5288
1112,125,7983
1113,125,8315
1114,125,5279
1115,126,3463
1116,126,3687
1117,126,3531
1118,126,2382
1119,126,4919
1120,126,68
1121,126,7039
1122,126,5191
1123,127,2279
1124,127,8823
1125,127,2476
1126,127,6331
1127,127,2448
1128,127,909
1129,128,7959
1130,128,206
1131,128,245
1132,128,9073
1133,128,6218
1134,128,6141
1135,128,512
1136,128,3832
1137,128,595
1138,129,4851
1139,129,7571
1140,129,9628
1141,129,261
1142,129,7318
1143,129,4595
1144,129,3686
1145,129,5130
1146,129,6437
1147,130,5657
1148,130,682
1149,130,371
1150,130,4322
1151,130,615
1152,130,1878
1153,130,5873
1154,130,4654
1155,131,3057
1156,131,6774
1157,131,1047
1158,131,6299
1159,131,3690
1160,131,556
1161,131,21
1162,131,996
1163,131,7867
1164,131,6896
1165,132,2586
1166,132,8506
1167,132,5104
1168,132,2243
1169,132,137
1170,132,19
1171,132,4321
1172,132,3383
1173,132,9510
1174,133,8243
1175,133,5296
1176,133,475
1177,133,5605
1178,133,3767
1179,133,29
1180,133,6475
1181,133,7866
1182,133,5740
1183,134,2155
1184,134,4478
1185,134,2613
1186,134,272
1187,134,499
1188,134,2618
1189,135,2607
1190,135,2263
1191,135,90
1192,135,1329
1193,135,2882
1194,135,7417
1195,135,1110
1196,135,1737
1197,135,3432
1198,136,1846
1199,136,322
1200,136,8482
1201,136,1506
1202,136,4373
1203,136,9112
1204,136,3069
1205,136,285
1206,136,1530
1207,137,771
1208,137,6434
1209,137,3211
1210,137,5412
1211,137,43
1212,137,4458
1213,137,4287
1214,137,3631
1215,137,9510
1216,137,3308
1217,138,9307
1218,138,3294
1219,138,8329
1220,138,5631
1221,138,1358
1222,138,6905
1223,138,1000
1224,138,9166
1225,139,4464
1226,139,5802
1227,139,1571
1228,139,4465
1229,139,1512
1230,139,6569
1231,139,4485
1232,139,5231
1233,140,2788
1234,140,7089
1235,140,3895
1236,140,4417
1237,140,8913
1238,140,2819
1239,140,6828
1240,140,5506
1241,140,5073
1242,140,5760
1243,141,7387
1244,141,533
1245,141,6543
1246,141,3828
1247,141,652
1248,141,1909
1249,141,2471
1250,141,7582
1251,141,4240
1252,141,3531
1253,142,1334
1254,142,7589
1255,142,3437
1256,142,2922
1257,142,1573
1258,142,5239
1259,142,4899
1260,142,504
1261,142,144
1262,143,5768
1263,143,5401
1264,143,6180
1265,143,3960
1266,143,3686
1267,143,6823
1268,143,7169
1269,143,2617
1270,143,7385
1271,144,504
1272,144,193
1273,144,317
1274,144,6501
1275,144,3
1276,144,9027
1277,144,8838
1278,144,4273
1279,144,7325
1280,145,7156
1281,145,5349
1282,145,2279
1283,145,9038
1284,145,2448
1285,145,5298
1286,145,3364
1287,145,246
1288,146,9215
1289,146,4951
1290,146,222
1291,146,9393
1292,146,6506
1293,146,5832
1294,146,3401
1295,146,3467
1296,146,2518
1297,147,6309
1298,147,9190
1299,147,163
1300,147,4461
1301,147,7656
1302,147,3811
1303,147,316
1304,147,45
1305,148,1319
1306,148,7063
1307,148,2586
1308,148,3264
1309,148,1519
1310,148,9325
1311,148,4624
1312,148,6187
1313,148,771
1314,149,2345
1315,149,8541
1316,149,4936
1317,149,4327
1318,149,6288
1319,149,7883
1320,149,3674
1321,149,391
1322,149,2681
1323,150,1897
1324,150,7511
1325,150,6383
1326,150,54
1327,150,1068
1328,150,511
1329,150,7852
1330,150,7567
1331,150,3621
1332,151,9181
1333,151,5380
1334,151,2756
1335,151,19
1336,151,2786
1337,151,2653
1338,151,6209
1339,151,2819
1340,152,4140
1341,152,2095
1342,152,8036
1343,152,644
1344,152,4250
1345,152,3922
1346,152,7068
1347,152,7500
1348,152,8993
1349,153,175
1350,153,9161
1351,153,5600
1352,153,648
1353,153,7613
1354,153,9256
1355,153,1709
1356,153,4718
1357,154,1548
1358,154,7608
1359,154,5487
1360,154,136
1361,154,961
1362,154,9112
1363,154,4978
1364,154,6110
1365,154,7562
1366,154,4505
1367,155,8639
1368,155,6460
1369,155,3378
1370,155,4049
1371,155,5074
1372,155,1947
1373,155,1194
1374,155,5963
1375,155,734
1376,155,3505
1377,156,3981
1378,156,9406
1379,156,2215
1380,156,9165
1381,156,7020
1382,156,3378
1383,156,8981
1384,156,1896
1385,156,5155
1386,157,4025
1387,157,3861
1388,157,7797
1389,157,6451
1390,157,2438
1391,157,5689
1392,157,3108
1393,157,4354
1394,158,7981
1395,158,3749
1396,158,3214
1397,158,9402
1398,158,7027
1399,158,4329
1400,158,6242
1401,158,8526
1402,158,3425
1403,158,5912
1404,159,4899
1405,159,7229
1406,159,213
1407,159,5237
1408,159,3992
1409,159,144
1410,159,1445
1411,159,9126
1412,160,7840
1413,160,4567
1414,160,517
1415,160,1682
1416,160,1564
1417,160,5628
1418,160,1638
1419,160,5676
1420,161,1821
1421,161,1279
1422,161,7089
1423,161,3264
1424,161,8110
1425,161,9286
1426,161,5789
1427,161,4173
1428,162,8823
1429,162,8713
1430,162,2850
1431,162,1618
1432,162,3292
1433,162,1548
1434,162,6033
1435,162,9127
1436,163,8636
1437,163,204
1438,163,7656
1439,163,147
1440,163,9190
1441,163,3487
1442,163,6064
1443,163,5965
1444,164,10
1445,164,988
1446,164,7120
1447,164,8287
1448,164,1068
1449,164,6325
1450,164,54
1451,164,5028
1452,164,6429
1453,164,1413
1454,165,9289
1455,165,5139
1456,165,697
1457,165,1116
1458,165,6507
1459,165,9603
1460,165,3349
1461,165,1325
1462,165,7084
1463,166,4536
1464,166,402
1465,166,8949
1466,166,4968
1467,166,8481
1468,166,2377
1469,166,3997
1470,166,5706
1471,167,4173
1472,167,271
1473,167,3651
1474,167,6102
1475,167,6554
1476,167,4558
1477,167,5601
1478,168,8420
1479,168,6828
1480,168,3283
1481,168,2272
1482,168,4417
1483,168,1052
1484,168,4049
1485,168,2677
1486,168,693
1487,168,7247
1488,169,26
1489,169,3318
1490,169,8377
1491,169,8351
1492,169,9077
1493,169,5015
1494,169,6147
1495,169,6495
1496,169,2322
1497,169,8740
1498,170,5028
1499,170,2127
1500,170,8127
1501,170,1917
1502,170,8655
1503,170,600
1504,170,9460
1505,170,7940
1506,170,6429
1507,170,5620
1508,171,4871
1509,171,6911
1510,171,209
1511,171,3181
1512,171,3241
1513,171,5194
1514,171,7601
1515,171,2707
1516,172,5985
1517,172,1749
1518,172,4017
1519,172,6981
1520,172,3190
1521,172,718
1522,172,3192
1523,172,4235
1524,173,6829
1525,173,3470
1526,173,2679
1527,173,1068
1528,173,9127
1529,173,7408
1530,173,7787
1531,174,6260
1532,174,7712
1533,174,7944
1534,174,3086
1535,174,1242
1536,174,7468
1537,174,998
1538,175,9411
1539,175,7613
1540,175,6733
1541,175,7906
1542,175,6674
1543,175,9505
1544,175,323
1545,175,6603
1546,175,6222
1547,175,6791
1548,176,3522
1549,176,79
1550,176,7441
1551,176,5049
1552,176,8171
1553,176,8094
1554,176,5259
1555,176,3622
1556,176,1616
1557,176,4688
1558,177,225
1559,177,745
1560,177,154
1561,177,424
1562,177,3792
1563,177,3735
1564,177,208
1565,177,1267
1566,178,883
1567,178,9395
1568,178,6673
1569,178,4659
1570,178,2477
1571,178,9212
1572,178,7769
1573,178,2523
1574,178,4539
1575,178,3068
1576,179,2616
1577,179,5930
1578,179,3293
1579,179,5798
1580,179,4485
1581,179,4985
1582,179,7523
1583,179,1887
1584,179,8503
1585,179,3261
1586,180,5572
1587,180,2293
1588,180,5289
1589,180,5571
1590,180,8590
1591,180,5546
1592,180,7854
1593,180,6167
1594,180,5253
1595,181,4613
1596,181,6753
1597,181,5488
1598,181,3363
1599,181,7047
1600,181,9217
1601,181,8262
1602,181,2755
1603,181,3417
1604,181,8010
1605,182,2667
1606,182,898
1607,182,575
1608,182,2515
1609,182,8731
1610,182,3885
1611,182,5981
1612,182,2710
1613,182,7691
1614,182,1199
1615,183,7701
1616,183,1023
1617,183,3083
1618,183,5062
1619,183,1683
1620,183,3169
1621,183,8526
1622,183,6406
1623,183,6270
1624,184,9245
1625,184,8934
1626,184,218
1627,184,5841
1628,184,5888
1629,184,8653
1630,184,8655
1631,184,9089
1632,185,5953
1633,185,2757
1634,185,1682
1635,185,387
1636,185,2706
1637,185,6506
1638,185,5781
1639,185,4967
1640,185,2474
1641,185,3634
1642,186,2179
1643,186,3065
1644,186,1251
1645,186,8406
1646,186,5020
1647,186,4040
1648,186,2668
1649,186,4025
1650,187,9203
1651,187,5218
1652,187,5109
1653,187,2813
1654,187,1303
1655,187,1467
1656,187,5121
1657,187,1703
1658,188,5208
1659,188,2379
1660,188,6031
1661,188,9020
1662,188,7694
1663,188,3762
1664,188,6369
1665,188,3571
1666,188,6562
1667,188,1583
1668,189,9246
1669,189,3792
1670,189,3400
1671,189,5031
1672,189,6331
1673,189,3298
1674,189,6110
1675,189,6028
1676,190,1027
1677,190,4915
1678,190,3082
1679,190,1458
1680,190,2549
1681,190,1682
1682,190,1758
1683,190,7760
1684,190,1549
1685,190,9215
1686,191,332
1687,191,7901
1688,191,8515
1689,191,7029
1690,191,2809
1691,191,4653
1692,191,4110
1693,191,7595
1694,191,2366
1695,192,3554
1696,192,6140
1697,192,5965
1698,192,8316
1699,192,6524
1700,192,4461
1701,192,9561
1702,192,6732
1703,193,144
1704,193,504
1705,193,7325
1706,193,3992
1707,193,8838
1708,193,1573
1709,193,1533
1710,193,3
1711,193,1445
1712,193,6501
1713,194,6311
1714,194,8419
1715,194,7048
1716,194,4911
1717,194,1143
1718,194,2481
1719,194,4536
1720,194,7104
1721,194,1263
1722,195,2894
1723,195,4417
1724,195,4393
1725,195,8480
1726,195,5370
1727,195,7513
1728,195,2624
1729,195,2448
1730,195,2346
1731,196,6677
1732,196,3190
1733,196,8508
1734,196,7727
1735,196,8567
1736,196,4806
1737,196,3850
1738,196,2476
1739,197,6992
1740,197,2441
1741,197,7986
1742,197,5851
1743,197,3441
1744,197,6485
1745,197,4578
1746,197,6643
1747,197,2787
1748,198,5565
1749,198,5581
1750,198,5554
1751,198,5546
1752,198,7854
1753,198,5562
1754,198,4474
1755,198,6624
1756,199,9282
1757,199,3362
1758,199,109
1759,199,336
1760,199,7020
1761,199,4508
1762,199,2062
1763,199,9075
1764,199,9016
1765,199,5121
1766,200,9105
1767,200,2127
1768,200,6537
1769,200,1753
1770,200,1241
1771,200,8623
1772,200,3194
1773,200,1274
1774,201,6005
1775,201,279
1776,201,7448
1777,201,2617
1778,201,7427
1779,201,3433
1780,201,983
1781,201,8311
1782,202,8155
1783,202,1717
1784,202,3875
1785,202,528
1786,202,1229
1787,202,296
1788,202,175
1789,203,1036
1790,203,6648
1791,203,7331
1792,203,8006
1793,203,8270
1794,203,6644
1795,203,3533
1796,203,3000
1797,204,5153
1798,204,7893
1799,204,116
1800,204,1075
1801,204,587
1802,204,6196
1803,204,1478
1804,205,511
1805,205,8934
1806,205,8454
1807,205,1897
1808,205,6403
1809,205,3703
1810,205,5558
1811,205,6691
1812,206,1000
1813,206,2058
1814,206,5805
1815,206,1700
1816,206,8632
1817,206,5030
1818,206,5891
1819,206,4515
1820,207,6907
1821,207,2962
1822,207,2401
1823,207,2565
1824,207,4051
1825,207,2373
1826,207,2009
1827,207,7507
1828,208,6433
1829,208,1267
1830,208,961
1831,208,9141
1832,208,5725
1833,208,8823
1834,208,322
1835,208,6927
1836,208,154
1837,209,1662
1838,209,4565
1839,209,171
1840,209,1878
1841,209,7871
1842,209,4369
1843,209,8480
1844,209,2084
1845,209,6007
1846,209,9382
1847,210,9203
1848,210,4553
1849,210,1716
1850,210,7574
1851,210,1420
1852,210,2826
1853,210,3374
1854,210,4911
1855,210,1124
1856,210,3196
1857,211,647
1858,211,5762
1859,211,8580
1860,211,744
1861,211,4925
1862,211,9211
1863,211,4965
1864,211,4919
1865,211,1401
1866,211,2528
1867,212,217
1868,212,6112
1869,212,5819
1870,212,6845
1871,212,9223
1872,212,625
1873,212,8163
1874,212,4553
1875,212,2477
1876,213,2820
1877,213,504
1878,213,1806
1879,213,6501
1880,213,8850
1881,213,7325
1882,213,1533
1883,213,5742
1884,213,4899
1885,213,144
1886,214,192
1887,214,4417
1888,214,3554
1889,214,316
1890,214,43
1891,214,9206
1892,214,1849
1893,214,297
1894,214,852
1895,215,9566
1896,215,6691
1897,215,6738
1898,215,8454
1899,215,3897
1900,215,7359
