,label
1235,3
1236,2
1237,1
1238,0
1239,3
1240,2
1241,2
1242,2
1243,0
1244,1
1245,3
1246,0
1247,2
1248,0
1249,3
1250,1
1251,0
1252,1
1253,2
1254,3
1255,0
1256,1
1257,3
1258,3
1259,2
1260,0
1261,0
1262,0
1263,3
1264,2
1265,1
1266,2
1267,0
1268,0
1269,0
1270,0
1271,3
1272,2
1273,1
1274,2
1275,0
1276,2
1277,0
1278,1
1279,0
1280,2
1281,0
1282,3
1283,0
1284,2
1285,1
1286,2
1287,3
1288,1
1289,3
1290,0
1291,0
1292,2
1293,1
1294,1
1295,2
1296,3
1297,2
1298,2
1299,3
1300,1
1301,1
1302,0
1303,3
1304,3
1305,2
1306,2
1307,2
1308,2
1309,2
1310,2
1311,0
1312,0
1313,2
1314,2
1315,2
1316,2
1317,2
1318,2
1319,0
1320,1
1321,2
1322,0
1323,3
1324,3
1325,3
1326,2
1327,1
1328,2
1329,1
1330,0
1331,3
1332,0
1333,0
1334,2
1335,2
1336,2
1337,0
1338,0
1339,1
1340,1
1341,0
1342,0
1343,1
1344,0
1345,1
1346,2
1347,1
1348,1
1349,0
1350,3
1351,2
1352,0
1353,0
1354,2
1355,2
1356,0
1357,3
1358,0
1359,1
1360,3
1361,2
1362,0
1363,2
1364,1
1365,2
1366,0
1367,1
1368,3
1369,1
1370,1
1371,3
1372,3
1373,2
1374,3
1375,1
1376,3
1377,0
1378,2
1379,3
1380,2
1381,1
1382,0
1383,0
1384,3
1385,2
1386,1
1387,3
1388,1
1389,1
1390,2
1391,0
1392,3
1393,3
1394,0
1395,2
1396,0
1397,1
1398,0
1399,0
1400,3
1401,3
1402,0
1403,3
1404,1
1405,2
1406,2
1407,0
1408,0
1409,3
1410,3
1411,3
1412,1
1413,0
1414,0
1415,3
1416,3
1417,3
1418,1
1419,1
1420,1
1421,3
1422,3
1423,0
1424,0
1425,0
1426,0
1427,1
1428,0
1429,3
1430,1
1431,0
1432,2
1433,3
1434,3
1435,1
1436,3
1437,1
1438,3
1439,0
1440,2
1441,3
1442,1
1443,3
1444,3
1445,1
1446,3
1447,0
1448,3
1449,2
1450,0
1451,1
1452,2
1453,1
1454,0
1455,1
1456,0
1457,0
1458,3
1459,3
1460,3
1461,1
1462,0
1463,3
1464,1
1465,0
1466,1
1467,3
1468,2
1469,0
1470,1
1471,1
1472,1
1473,3
1474,0
1475,1
1476,1
1477,3
1478,3
1479,1
1480,3
1481,0
1482,1
1483,3
1484,1
1485,1
1486,3
1487,3
1488,0
1489,3
1490,0
1491,0
1492,2
1493,2
1494,2
1495,0
1496,3
1497,1
1498,0
1499,2
1500,3
1501,3
1502,3
1503,0
1504,2
1505,3
1506,0
1507,1
1508,2
1509,2
1510,3
1511,2
1512,2
1513,1
1514,2
1515,1
1516,1
1517,0
1518,0
1519,1
1520,0
1521,0
1522,3
1523,1
1524,3
1525,0
1526,1
1527,1
1528,0
1529,2
1530,3
1531,1
1532,1
1533,2
1534,0
1535,0
1536,1
1537,3
1538,0
1539,3
1540,3
1541,3
1542,3
1543,3
1544,0
1545,2
1546,2
1547,1
1548,1
1549,1
1550,2
1551,3
1552,1
1553,3
1554,0
1555,2
1556,3
1557,0
1558,1
1559,3
1560,0
1561,0
1562,1
1563,0
1564,0
1565,0
1566,0
1567,0
1568,0
1569,0
1570,0
1571,2
1572,2
1573,0
1574,1
1575,0
1576,2
1577,2
1578,3
1579,0
1580,0
1581,3
1582,3
1583,0
1584,3
1585,2
1586,3
1587,1
1588,3
1589,2
1590,2
1591,1
1592,2
1593,2
1594,3
1595,1
1596,0
1597,2
1598,0
1599,3
1600,1
1601,2
1602,0
1603,0
1604,2
1605,0
1606,0
1607,2
1608,1
1609,1
1610,1
1611,0
1612,1
1613,1
1614,2
1615,1
1616,2
1617,0
1618,3
1619,0
1620,1
1621,3
1622,0
1623,2
1624,3
1625,2
1626,2
1627,2
1628,0
1629,2
1630,0
1631,0
1632,1
1633,3
1634,0
1635,0
1636,3
1637,1
1638,3
1639,1
1640,0
1641,3
1642,1
1643,3
1644,3
1645,3
1646,3
1647,1
1648,0
1649,3
1650,2
1651,1
1652,2
1653,3
1654,1
1655,2
1656,1
1657,0
1658,1
1659,0
1660,1
1661,1
1662,3
1663,3
1664,2
1665,1
1666,0
1667,1
1668,0
1669,1
1670,2
1671,3
1672,3
1673,3
1674,2
1675,3
1676,3
1677,2
1678,0
1679,3
1680,1
1681,3
1682,3
1683,1
1684,3
1685,3
1686,3
1687,3
1688,3
1689,2
1690,0
1691,0
1692,1
1693,3
1694,1
1695,1
1696,2
1697,2
1698,1
1699,3
1700,1
1701,0
1702,0
1703,3
1704,3
1705,0
1706,2
1707,0
1708,1
1709,1
1710,0
1711,3
1712,2
1713,2
1714,2
1715,2
1716,3
1717,3
1718,3
1719,1
1720,3
1721,0
1722,1
1723,1
1724,1
1725,0
1726,1
1727,0
1728,3
1729,2
1730,0
1731,1
1732,1
1733,1
1734,0
1735,1
1736,1
1737,2
1738,2
1739,0
1740,0
1741,1
1742,2
1743,2
1744,1
1745,2
1746,1
1747,3
1748,3
1749,1
1750,0
1751,2
1752,2
1753,1
1754,3
1755,2
1756,1
1757,1
1758,1
1759,1
1760,0
1761,1
1762,1
1763,0
1764,1
1765,0
1766,0
1767,0
1768,1
1769,1
1770,3
1771,2
1772,1
1773,0
1774,1
1775,0
1776,2
1777,0
1778,0
1779,2
1780,1
1781,2
1782,0
1783,0
1784,3
1785,3
1786,1
1787,1
1788,2
1789,2
1790,0
1791,0
1792,3
1793,2
1794,1
1795,2
1796,2
1797,3
1798,3
1799,3
1800,2
1801,3
1802,0
1803,2
1804,3
1805,3
1806,2
1807,3
1808,1
1809,3
1810,3
1811,3
1812,3
1813,0
1814,1
1815,1
1816,2
1817,0
1818,3
1819,3
1820,0
1821,3
1822,2
1823,3
1824,3
1825,1
1826,2
1827,0
1828,1
1829,1
1830,1
1831,2
1832,1
1833,0
1834,3
1835,0
1836,1
1837,0
1838,2
1839,2
1840,3
1841,1
1842,0
1843,1
1844,3
1845,0
1846,3
1847,0
1848,0
1849,0
1850,3
1851,0
1852,0
1853,3
1854,2
1855,3
1856,3
1857,0
1858,2
1859,0
1860,0
1861,3
1862,1
1863,2
1864,3
1865,3
1866,3
1867,3
1868,0
1869,1
1870,0
1871,3
1872,0
1873,2
1874,3
1875,1
1876,2
1877,1
1878,1
1879,2
1880,1
1881,3
1882,2
1883,3
1884,1
1885,1
1886,1
1887,2
1888,1
1889,3
1890,3
1891,1
1892,0
1893,3
1894,1
1895,0
1896,1
1897,0
1898,2
1899,2
1900,2
1901,2
1902,2
1903,2
1904,2
1905,3
1906,0
1907,3
1908,3
1909,3
1910,3
1911,0
1912,3
1913,2
1914,0
1915,3
1916,1
1917,3
1918,0
1919,3
1920,0
1921,3
1922,1
1923,0
1924,1
1925,3
1926,2
1927,2
1928,1
1929,2
1930,3
1931,1
1932,0
1933,0
1934,3
1935,3
1936,0
1937,3
1938,0
1939,2
1940,2
1941,0
1942,3
1943,0
1944,1
1945,3
1946,0
1947,0
1948,2
1949,3
1950,3
1951,0
1952,0
1953,2
1954,0
1955,3
1956,0
1957,0
1958,1
1959,2
1960,1
1961,1
1962,2
1963,0
1964,2
1965,2
1966,1
1967,0
1968,3
1969,0
1970,2
1971,3
1972,0
1973,3
1974,2
1975,2
1976,0
1977,1
1978,1
1979,2
1980,1
1981,0
1982,2
1983,1
1984,3
1985,2
1986,0
1987,3
1988,3
1989,1
1990,3
1991,0
1992,1
1993,2
1994,2
1995,2
1996,3
1997,3
1998,0
1999,3
2000,1
2001,3
2002,2
2003,1
2004,2
2005,1
2006,3
2007,3
2008,1
2009,2
2010,0
2011,0
2012,1
2013,3
2014,0
2015,2
2016,0
2017,0
2018,3
2019,3
2020,3
2021,3
2022,3
2023,2
2024,0
2025,0
2026,1
2027,3
2028,1
2029,1
2030,2
2031,0
2032,3
2033,1
2034,1
2035,1
2036,3
2037,3
2038,2
2039,2
2040,2
2041,3
2042,1
2043,3
2044,1
2045,2
2046,0
2047,3
2048,3
2049,3
2050,1
2051,2
2052,0
2053,1
2054,1
2055,1
2056,1
2057,0
2058,3
2059,1
2060,1
2061,1
2062,2
2063,3
2064,0
2065,1
2066,3
2067,3
2068,2
2069,2
2070,2
2071,3
2072,0
2073,1
2074,0
2075,0
2076,3
2077,1
2078,1
2079,1
2080,2
2081,2
2082,0
2083,2
2084,1
2085,2
2086,1
2087,2
2088,2
2089,0
2090,1
2091,2
2092,2
2093,2
2094,1
2095,0
2096,3
2097,0
2098,3
2099,2
2100,0
2101,1
2102,3
2103,0
2104,1
2105,0
2106,0
2107,2
2108,3
2109,2
2110,2
2111,0
2112,2
2113,1
2114,1
2115,2
2116,3
2117,2
2118,1
2119,0
2120,3
2121,0
2122,0
2123,1
2124,2
2125,2
2126,1
2127,1
2128,2
2129,2
2130,0
2131,0
2132,1
2133,0
2134,1
2135,1
2136,2
2137,2
2138,3
2139,3
2140,0
2141,0
2142,0
2143,2
2144,3
2145,3
2146,2
2147,2
2148,0
2149,1
2150,2
2151,3
2152,2
2153,1
2154,3
2155,2
2156,3
2157,3
2158,3
2159,0
2160,1
2161,2
2162,0
2163,2
2164,1
2165,1
2166,3
2167,0
2168,1
2169,3
2170,3
2171,1
2172,2
2173,2
2174,2
2175,0
2176,1
2177,0
2178,2
2179,3
2180,3
2181,3
2182,1
2183,3
2184,0
2185,0
2186,0
2187,1
2188,2
2189,1
2190,3
2191,1
2192,1
2193,0
2194,2
2195,3
2196,1
2197,1
2198,3
2199,3
2200,1
2201,2
2202,1
2203,3
2204,3
2205,3
2206,3
2207,0
2208,2
2209,2
2210,1
2211,3
2212,3
2213,1
2214,2
2215,0
2216,1
2217,0
2218,3
2219,3
2220,1
2221,0
2222,1
2223,1
2224,1
2225,2
2226,2
2227,3
2228,2
2229,0
2230,1
2231,3
2232,2
2233,1
2234,2
2235,3
2236,3
2237,0
2238,1
2239,1
2240,1
2241,0
2242,0
2243,3
2244,2
2245,0
2246,2
2247,2
2248,2
2249,0
2250,2
2251,1
2252,1
2253,2
2254,1
2255,2
2256,3
2257,2
2258,2
2259,0
2260,3
2261,2
2262,2
2263,2
2264,2
2265,0
2266,1
2267,1
2268,2
2269,2
2270,3
2271,0
2272,0
2273,2
2274,0
2275,1
2276,1
2277,3
2278,0
2279,0
2280,0
2281,2
2282,3
2283,3
2284,2
2285,2
2286,0
2287,1
2288,1
2289,1
2290,1
2291,2
2292,3
2293,2
2294,3
2295,1
2296,2
2297,2
2298,2
2299,2
2300,1
2301,2
2302,2
2303,2
2304,0
2305,2
2306,1
2307,2
2308,2
2309,1
2310,1
2311,2
2312,2
2313,0
2314,0
2315,2
2316,0
2317,1
2318,1
2319,2
2320,3
2321,1
2322,2
2323,3
2324,2
2325,2
2326,3
2327,3
2328,0
2329,1
2330,1
2331,0
2332,1
2333,2
2334,2
2335,2
2336,0
2337,0
2338,0
2339,2
2340,2
2341,1
2342,3
2343,3
2344,3
2345,0
2346,0
2347,0
2348,0
2349,1
2350,3
2351,3
2352,3
2353,0
2354,1
2355,1
2356,2
2357,0
2358,2
2359,0
2360,2
2361,2
2362,0
2363,1
2364,0
2365,1
2366,3
2367,0
2368,0
2369,3
2370,2
2371,3
2372,2
2373,2
2374,1
2375,0
2376,2
2377,1
2378,2
2379,0
2380,2
2381,1
2382,0
2383,3
2384,1
2385,0
2386,3
2387,2
2388,3
2389,2
2390,0
2391,0
2392,3
2393,1
2394,2
2395,2
2396,3
2397,1
2398,2
2399,2
2400,3
2401,1
2402,2
2403,0
2404,0
2405,1
2406,1
2407,0
2408,0
2409,1
2410,0
2411,1
2412,3
2413,2
2414,2
2415,0
2416,0
2417,1
2418,2
2419,2
2420,1
2421,2
2422,0
2423,0
2424,3
2425,0
2426,1
2427,3
2428,1
2429,1
2430,1
2431,0
2432,2
2433,2
2434,0
2435,3
2436,2
2437,1
2438,3
2439,1
2440,3
2441,1
2442,3
2443,2
2444,0
2445,0
2446,0
2447,1
2448,3
2449,1
2450,1
2451,1
2452,3
2453,3
2454,0
2455,3
2456,0
2457,1
2458,1
2459,3
2460,2
2461,1
2462,3
2463,1
2464,1
2465,0
2466,2
2467,0
2468,3
2469,2
2470,1
2471,1
2472,2
2473,1
2474,1
2475,2
2476,3
2477,3
2478,3
2479,0
2480,3
2481,3
2482,1
2483,3
2484,0
2485,1
2486,3
2487,1
2488,0
2489,3
2490,3
2491,0
2492,0
2493,1
2494,2
2495,3
2496,3
2497,1
2498,2
2499,0
2500,1
2501,2
2502,2
2503,0
2504,3
2505,0
2506,3
2507,2
2508,0
2509,3
2510,1
2511,3
2512,0
2513,2
2514,3
2515,1
2516,0
2517,3
2518,3
2519,1
2520,1
2521,1
2522,2
2523,0
2524,3
2525,3
2526,1
2527,0
2528,3
2529,0
2530,2
2531,3
2532,0
2533,0
2534,1
2535,3
2536,0
2537,0
2538,3
2539,2
2540,3
2541,3
2542,1
2543,2
2544,0
2545,3
2546,1
2547,3
2548,1
2549,3
2550,2
2551,3
2552,2
2553,2
2554,1
2555,3
2556,3
2557,1
2558,3
2559,2
2560,2
2561,2
2562,2
2563,3
2564,3
2565,2
2566,1
2567,1
2568,1
2569,0
2570,2
2571,1
2572,0
2573,0
2574,1
2575,2
2576,0
2577,0
2578,2
2579,0
2580,2
2581,0
2582,0
2583,3
2584,1
2585,0
2586,2
2587,3
2588,2
2589,1
2590,0
2591,3
2592,2
2593,0
2594,2
2595,2
2596,2
2597,2
2598,0
2599,0
2600,2
2601,3
2602,0
2603,1
2604,2
2605,3
2606,0
2607,2
2608,0
2609,1
2610,2
2611,2
2612,0
2613,3
2614,3
2615,0
2616,2
2617,3
2618,1
2619,2
2620,0
2621,2
2622,0
2623,2
2624,1
2625,1
2626,2
2627,2
2628,1
2629,3
2630,2
2631,2
2632,3
2633,3
2634,1
2635,0
2636,0
2637,2
2638,2
2639,0
2640,1
2641,2
2642,2
2643,2
2644,3
2645,0
2646,3
2647,0
2648,2
2649,1
2650,3
2651,2
2652,1
2653,0
2654,3
2655,2
2656,3
2657,1
2658,1
2659,1
2660,0
2661,1
2662,2
2663,1
2664,3
2665,2
2666,0
2667,1
2668,0
2669,0
2670,1
2671,0
2672,2
2673,0
2674,3
2675,3
2676,0
2677,3
2678,2
2679,3
2680,3
2681,1
2682,3
2683,3
2684,0
2685,0
2686,0
2687,0
2688,1
2689,2
2690,3
2691,3
2692,3
2693,0
2694,3
2695,1
2696,3
2697,3
2698,0
2699,2
2700,1
2701,3
2702,1
2703,1
2704,2
2705,1
2706,3
2707,1
2708,1
2709,0
2710,3
2711,0
2712,3
2713,0
2714,1
2715,0
2716,0
2717,3
2718,0
2719,0
2720,3
2721,1
2722,1
2723,3
2724,1
2725,3
2726,0
2727,2
2728,0
2729,1
2730,3
2731,2
2732,2
2733,3
2734,1
2735,1
2736,0
2737,1
2738,1
2739,0
2740,0
2741,3
2742,0
2743,3
2744,2
2745,0
2746,0
2747,2
2748,2
2749,1
2750,0
2751,2
2752,1
2753,0
2754,3
2755,3
2756,3
2757,3
2758,0
2759,2
2760,3
2761,1
2762,1
2763,0
2764,1
2765,3
2766,0
2767,2
2768,0
2769,1
2770,3
2771,1
2772,1
2773,3
2774,0
2775,3
2776,0
2777,3
2778,1
2779,1
2780,2
2781,2
2782,0
2783,2
2784,0
2785,0
2786,0
2787,2
2788,0
2789,3
2790,0
2791,2
2792,0
2793,3
2794,2
2795,1
2796,1
2797,2
2798,3
2799,0
2800,3
2801,3
2802,0
2803,3
2804,3
2805,0
2806,3
2807,0
2808,0
2809,0
2810,0
2811,0
2812,3
2813,1
2814,0
2815,3
2816,0
2817,0
2818,2
2819,2
2820,2
2821,1
2822,0
2823,2
2824,0
2825,2
2826,3
2827,1
2828,1
2829,0
2830,0
2831,2
2832,0
2833,1
2834,0
2835,2
2836,1
2837,1
2838,2
2839,0
2840,1
2841,1
2842,3
2843,0
2844,2
2845,3
2846,2
2847,2
2848,2
2849,0
2850,0
2851,1
2852,3
2853,1
2854,0
2855,0
2856,2
2857,2
2858,0
2859,1
2860,1
2861,2
2862,1
2863,0
2864,1
2865,3
2866,1
2867,0
2868,0
2869,0
2870,0
2871,3
2872,2
2873,0
2874,2
2875,2
2876,0
2877,1
2878,3
2879,0
2880,2
2881,2
2882,0
2883,0
2884,1
2885,2
2886,1
2887,0
2888,1
2889,0
2890,3
2891,3
2892,0
2893,0
2894,2
2895,3
2896,3
2897,1
2898,0
2899,3
2900,2
2901,2
2902,0
2903,3
2904,0
2905,3
2906,2
2907,1
2908,1
2909,0
2910,2
2911,1
2912,2
2913,0
2914,2
2915,1
2916,2
2917,1
2918,3
2919,1
2920,3
2921,2
2922,2
2923,2
2924,3
2925,0
2926,3
2927,1
2928,0
2929,2
2930,1
2931,0
2932,2
2933,3
2934,0
2935,2
2936,2
2937,2
2938,2
2939,2
2940,2
2941,1
2942,1
2943,1
2944,3
2945,0
2946,2
2947,3
2948,0
2949,2
2950,2
2951,0
2952,1
2953,2
2954,1
2955,2
2956,2
2957,2
2958,3
2959,0
2960,0
2961,2
2962,2
2963,0
2964,3
2965,3
2966,1
2967,2
2968,1
2969,2
2970,2
2971,2
2972,3
2973,0
2974,1
2975,3
2976,0
2977,2
2978,3
2979,2
2980,1
2981,0
2982,2
2983,1
2984,3
2985,1
2986,1
2987,2
2988,2
2989,2
2990,2
2991,2
2992,2
2993,1
2994,2
2995,2
2996,2
2997,2
